filename,title,description,feature,topic,role,level
./help/automating-with-workflows/refining-targets-by-excluding-query-results.md,Refining targets by excluding query results,Learn how to refine your target by applying a standard exclusion to a workflow. You will also learn how to create predefined filters and how to trouble shoot your workflow.,"Workflows, Targeting Activity, Query Editor",,Business Practitioner,Beginner
./help/automating-with-workflows/using-the-update-list-activity.md,Using the update list activity to create a list with a workflow,Learn how to refine your target by applying a standard exclusion to a workflow. You will also learn how to create predefined filters and how to trouble shoot your workflow.,"Workflows, Targeting Activity, Query Editor",,Business Practitioner,Beginner
./help/automating-with-workflows/validation-flow-configuration.md,How to configure validation workflows in Adobe Campaign Classic,Learn how to configure different approval validation workflows.,"Workflows, Apporvals",,Business Practitioner,Advanced
./help/automating-with-workflows/enrichment-activity.md,How to configure enrichment activities,Learn how to configure an enrichment activity based on delivery log information.,"Workflows, Enrichment Activity",,"Business Practitioner, Developer",Advanced
./help/data-management/data-segmentation.md,Data Segmentation in Adobe Campaign Classic,"Understand the integrated customer profile, how to create and update the profiles and how to create customer segments based on these profiles. ","Profiles, Data Management Activity",,Business Practitioner,Beginner
./help/automating-with-workflows/managing-approvals.md,Managing approvals in a campaign,Learn how to set up approvals and a campaign and how to differentiate between delivery and workflow approvals.,"Workflows, Approvals",,Business Practitioner,Beginner
./help/designing-content/configure-landingpages.md,How to configure landing pages in Adobe Campaign Classic,Learn how to navigate the web application editor by creating a preference center.,Landing Pages,,"Developer, Administrator",Beginner
./help/monitoring-campaign-classic/workflow-heatmap.md,Workflow Heatmap,Learn how to monitor the load on your instance and plan workflows accordingly.,Heatmap,,Administrator,Beginner
./help/monitoring-campaign-classic/audit-trail.md,How to use the Audit Trail,"Audit Trail captures, in real-time, a comprehensive list of actions and events occurring within Adobe Campaign. ",Audit Trail,,Administrator,Beginner
./help/integrations/dynamics365-integration.md,How to Integrate Dynamics 365 with Adobe Campaign Classic,This video demonstrates how to integrate Dynamics 365 with Adobe Campaign Classic.,Microsoft CRM Integration ,,"Administrator, Developer",Advanced
./help/administrating/snowflake/big-data-segmentation-on-snowflake.md,Big data management on Snowflake,Learn how to leverage the Snowflake connector in Adobe Campaign Classic,Federated Data Access,,"Administrator, Developer",Advanced
